33,17
34,68
35,96
34,20
27,47
24,87
27,11
26,14
22,32
20,41
19,77
19,79
20,12
20,33
20,49
20,66
20,82
17,10
12,94
11,93
10,93
9,03
8,01
14,04
22,72
39,82
39,04
38,26
37,49
37,02
37,40
37,78
38,16
32,69
26,98
22,28
20,30
18,32
16,97
15,78
14,74
13,76
9,79
5,34
-1,70
-9,42
-8,96
-5,32
-4,35
-8,35
-10,79
-7,00
-5,90
-12,89
-16,60
-16,91
-17,62
-18,67
-18,88
-18,87
-18,86
-18,86
-19,40
-20,18
-20,47
-19,83
-23,34
-18,45
-14,49
-12,49
-10,49
-8,49
-6,49
-2,20
3,13
7,46
10,75
14,10
18,30
22,50
22,09
20,92
19,75
18,58
15,87
4,39
-7,08
-6,90
-5,42
-5,68
-8,64
-11,41
-13,77
-17,13
-21,50
-22,93
-22,92
-20,97
-17,92
-15,38
-12,96
-9,62
-3,77
2,08
7,29
7,30
7,30
7,31
13,39
20,06
26,74
30,41
32,66
34,92
32,95
28,90
25,42
27,57
29,73
30,23
29,16
28,09
24,38
19,38
14,52
11,04
7,57
0,04
-7,60
-4,65
-1,87
-2,78
-3,57
-3,56
-3,53
-3,38
-3,22
-3,07
-2,92
-7,01
-11,32
-14,56
-16,85
-18,62
-16,58
-14,54
-4,09
9,96
13,56
-8,43
-24,78
-21,18
-17,57
-6,54
4,49
-1,73
-8,12
2,98
14,63
20,62
25,42
24,34
23,25
21,70
20,08
18,96
18,15
19,65
25,62
30,96
27,99
25,02
19,66
13,70
10,04
8,42
7,45
8,27
9,09
6,93
4,77
1,69
-1,73
-0,40
8,05
15,52
9,78
4,04
6,53
10,82
10,00
10,66
16,32
21,72
26,00
30,90
37,13
41,15
42,35
43,34
44,01
43,85
42,87
38,85
33,05
27,89
29,36
30,82
25,22
19,47
17,71
18,29
16,34
11,96
8,41
10,49
12,56
9,92
5,70
2,07
2,33
2,60
-0,67
-5,10
-8,67
-5,87
-3,07
1,25
7,20
13,03
17,72
22,41
27,60
34,67
41,55
42,62
43,69
41,07
36,95
32,29
25,25
18,21
16,38
17,36
18,61
21,84
25,08
26,54
22,97
19,40
29,08
26,90
24,88
23,75
22,61
25,75
27,08
22,58
18,65
15,90
13,14
8,95
4,56
2,83
3,73
4,64
5,55
6,46
6,99
7,37
7,76
10,51
16,28
22,05
25,60
26,43
27,26
27,42
26,81
26,20
26,80
28,71
30,62
32,53
34,43
30,84
24,15
18,94
18,17
17,40
13,29
8,64
5,00
2,45
0,02
-0,79
-1,61
-6,16
-11,53
-16,29
-13,08
-9,87
-6,51
-3,05
0,06
-0,34
-0,75
-0,62
5,66
11,94
18,22
22,14
24,78
27,42
29,99
32,56
35,13
35,82
35,83
35,83
36,19
36,79
37,38
35,27
30,46
25,64
22,05
19,00
16,31
18,48
20,13
15,82
11,67
9,21
6,29
-2,02
-9,63
-9,32
-9,23
-11,38
-13,53
-15,69
-16,56
-5,73
4,85
13,46
22,07
25,50
26,50
26,46
22,48
18,51
18,31
18,57
19,27
20,33
21,07
20,63
20,19
20,45
21,72
22,99
24,21
25,39
26,57
26,23
25,66
25,10
26,53
29,20
31,87
29,18
23,22
17,26
15,58
16,42
17,26
14,19
9,37
5,02
3,59
2,16
2,34
3,77
5,21
6,41
7,61
7,05
4,09
2,52
9,60
15,51
14,25
12,99
17,38
24,32
26,54
23,45
20,36
21,10
22,35
23,61
21,07
18,30
15,78
13,93
12,08
10,22
8,38
6,53
4,97
3,42
0,19
-3,09
-3,66
-3,96
-8,09
-12,89
-13,37
-12,77
-17,06
-23,07
-23,07
-20,38
-21,28
-24,28
-25,02
-24,12
-20,06
-13,19
-9,83
-10,43
-10,78
-10,78
-9,09
-6,14
-2,13
4,56
11,26
16,36
19,35
22,34
25,33
26,75
27,58
28,41
29,22
29,05
28,88
28,72
27,11
22,45
17,80
13,14
10,65
9,49
8,33
7,16
6,61
6,11
5,61
4,79
2,85
0,90
-1,05
-0,25
4,19
8,63
13,07
13,21
11,40
9,60
8,69
10,06
11,43
12,44
11,39
10,33
8,72
5,33
1,99
-0,54
-3,06
15,07
33,40
32,49
30,98
25,11
19,24
13,37
8,84
5,95
2,74
-2,97
-8,68
-14,39
-15,70
-15,70
-15,70
-13,73
-9,34
-4,96
-0,57
1,04
-6,14
-13,32
-20,50
-27,40
-27,78
-28,17
-28,55
-24,68
-19,82
-14,95
-8,39
-1,63
2,05
0,02
-2,01
-2,14
-1,11
0,16
2,22
4,28
3,78
-4,81
-13,41
-13,28
-7,10
-1,78
0,09
1,96
1,46
-0,83
1,19
9,17
15,85
18,83
21,81
14,89
0,80
-4,88
8,19
20,13
10,64
1,16
5,98
14,84
20,04
15,81
13,90
19,31
21,54
19,36
18,04
21,24
24,44
29,12
34,55
38,05
32,09
26,13
27,16
28,97
26,01
22,28
18,55
15,17
12,06
8,94
16,53
24,22
16,77
2,57
-0,90
-0,55
2,53
6,27
4,96
8,19
13,08
15,15
16,13
14,76
12,82
15,38
18,17
16,88
16,47
21,07
23,19
18,62
15,07
13,13
12,33
12,67
20,32
32,44
32,69
28,78
23,66
18,33
23,46
29,75
30,44
30,77
22,35
14,15
13,30
12,45
9,35
6,03
3,15
2,96
2,77
2,51
1,51
0,51
-0,29
2,71
5,71
8,71
6,84
4,77
2,70
2,26
2,49
2,72
3,52
4,43
5,23
5,02
4,81
2,62
-3,25
-9,12
-10,08
-8,16
-5,62
8,70
23,03
31,52
33,44
35,36
33,32
30,79
30,57
31,29
30,12
28,86
27,60
26,34
25,08
24,35
26,59
27,51
23,71
20,17
17,29
15,48
15,49
13,98
11,08
7,96
4,53
1,47
2,20
2,94
5,47
9,61
9,13
2,77
-2,72
-1,93
-1,14
-3,41
-6,74
-8,63
-7,85
-7,06
-5,22
-3,35
3,14
12,24
15,58
16,89
18,21
19,53
19,66
19,66
17,98
16,08
13,34
13,42
17,22
16,19
12,43
14,82
18,31
22,09
24,49
22,93
17,85
5,30
-1,97
-5,07
-3,33
-0,64
0,17
-0,76
-3,06
-9,53
-17,16
-26,42
-24,84
-20,40
-15,34
-14,12
-15,17
-13,92
-5,96
3,26
-5,41
6,22
18,42
20,50
23,18
23,79
22,01
28,05
29,81
27,82
24,08
18,40
17,21
16,02
14,83
15,23
15,32
15,00
13,22
10,62
9,13
12,07
3,25
8,48
11,67
13,85
19,14
20,69
20,73
21,64
29,97
38,30
31,44
25,19
20,08
18,79
18,21
17,59
11,67
3,32
-7,44
-6,58
2,31
16,73
12,39
11,78
15,38
18,98
19,50
14,76
16,42
16,29
12,83
16,08
19,55
19,76
11,54
1,76
-0,34
-1,19
-1,17
-3,61
-4,37
-5,14
-5,90
-6,19
-4,84
-3,50
-2,15
-1,66
-2,11
-2,55
-3,00
-7,16
-13,72
-8,85
0,02
0,67
0,70
4,88
11,82
18,77
22,51
25,19
27,86
28,82
29,70
29,95
21,80
13,64
12,51
16,25
19,78
21,52
23,25
24,98
26,72
28,46
22,43
12,75
6,76
6,31
5,87
8,19
11,09
9,18
5,03
-0,06
-5,43
-10,79
-4,85
9,12
6,08
3,03
0,06
3,85
7,64
11,43
15,22
15,81
16,40
16,98
17,57
18,13
15,62
13,11
10,60
6,82
1,52
21,15
24,36
17,03
6,18
5,65
8,21
10,77
13,33
15,88
18,44
17,75
15,53
13,31
11,09
8,87
6,65
4,43
2,21
-0,01
-2,23
-4,39
-4,55
-4,71
-4,87
-5,03
-5,18
-5,34
-6,36
-7,99
-9,63
-10,28
-8,15
-6,30
-4,74
1,76
9,69
11,59
27,06
26,10
21,39
18,31
18,11
17,91
17,71
17,51
17,31
17,11
16,91
16,71
16,51
16,31
15,09
13,48
11,87
10,25
6,42
-4,87
-7,86
-15,28
-17,28
-13,38
-12,69
-12,27
-12,15
-12,04
-11,92
-11,81
-11,70
-11,58
-11,47
-12,34
-13,22
-14,10
-14,98
-15,86
-16,74
-17,62
-18,50
-19,38
-19,62
-19,29
-18,97
-18,65
-18,33
-18,01
-16,02
-6,43
3,16
12,75
22,35
18,07
-3,14
-21,81
-14,77
-7,73
-8,66
-12,69
2,10
15,81
0,04
-15,73
-6,70
2,83
8,24
7,17
6,11
5,27
4,95
4,64
6,31
9,15
11,98
11,35
9,00
6,66
5,00
3,64
2,84
16,49
9,57
8,77
11,77
14,91
15,35
12,40
18,63
17,97
16,42
15,88
15,96
16,71
15,90
15,09
14,28
13,70
13,35
13,00
11,37
8,04
9,98
10,54
9,78
9,01
8,25
7,48
6,86
8,80
4,48
0,17
-3,95
-6,60
-7,65
-8,66
-9,49
-9,87
-10,25
-10,63
-8,06
-1,58
2,33
4,66
6,93
8,57
10,21
11,86
13,46
15,01
16,57
15,96
14,29
12,62
11,17
10,07
8,96
7,42
2,69
-2,04
-5,98
-0,75
4,48
9,70
11,04
11,59
12,14
9,97
1,77
-6,44
-14,64
-18,16
-18,14
-18,11
-18,56
-20,22
-21,88
-23,54
-20,97
-15,80
-10,64
-5,47
-3,81
-2,25
-0,70
0,86
2,41
3,97
5,52
8,69
11,94
15,19
18,31
20,62
22,93
25,24
27,08
24,72
22,36
20,00
17,65
13,32
8,91
4,50
0,09
-3,11
-4,31
-5,51
-6,71
-7,91
-9,11
-10,32
-11,60
-12,89
-14,18
-15,48
-16,77
-18,07
-14,98
-10,19
-5,40
-0,60
4,19
11,64
19,65
27,65
35,65
37,93
38,31
38,69
39,20
39,92
40,63
38,65
35,91
33,50
31,76
30,03
25,53
20,54
17,49
17,50
17,51
17,70
17,97
16,17
9,99
3,81
-1,26
-4,16
-7,07
-9,97
-12,62
-15,18
-17,74
-19,05
-18,49
-17,93
-17,08
-10,69
-4,30
2,12
9,00
15,88
24,15
33,21
42,27
46,60
47,52
48,44
46,17
43,43
43,14
46,40
49,65
44,88
39,59
34,97
34,09
33,22
32,34
32,34
32,75
33,16
28,88
21,48
14,07
10,38
10,00
9,61
7,70
3,93
0,17
-3,50
-6,75
-9,99
-13,24
-13,61
-13,92
-14,23
-14,34
-13,03
-11,72
-10,40
-8,31
-4,70
-1,10
2,41
5,65
8,89
12,61
17,07
21,53
24,77
27,90
30,52
30,30
30,09
28,63
24,98
21,32
17,66
14,57
11,47
8,38
8,90
10,21
11,52
6,21
0,83
-3,78
-3,22
-2,66
-5,02
-7,66
-7,72
-5,97
-4,59
-5,91
-7,24
